sentence_id	sentence	label
MIS_117-curl_02_007	"اضحك وسترى النتيجة""، وغرد آخر: ""هذول ليسوا بشر مثلنا يحسون لهم قلوب لهم مشاعر."	OBJ
MIS_209-curl_05_006	وثمود هم قوم صالح – عليه السلام – وكانت مساكنهم بشمال الجزيرة العربية، وما زالت مساكنهم تعرف حتى الآن بقرى صالح.	OBJ
MIS_2361-eurl_01_029	أنا بنت جريئة بالحياة، وأنا مع الجرأة لأبعد الحدود لكن بشرط أن تبعد الشخصية عن الابتذال وألا تقدم بطريقة رخيصة، فأنا أرفض الجرأة لمجرد إظهار جسمي ومفاتني.	SUBJ
MIS_2441-eurl_02_006	وفي سياق ذي صلة، روّج أنصار الرئيس المعزول محمد مرسي وأعضاء جماعة الإخوان المحظورة خلال الأيام الماضية شائعات تدور حول كون الفريق السيسي قد تعرض للاغتيال، وهي الشائعات التي أكد مراقبون على كونها جاءت بقصد إحباط الروح المعنوية لمؤيدي خريطة الطريق، ومحاولة زعزعة استقرار الشارع المصري، ضمن مخطط الإخوان الهادف لإثارة الفوضى.	OBJ
MIS_2615-eurl_03_019	- وزيرة الداخلية البريطانية: تعليقات ترمب أدت مباشرة إلى أعمال العنف في واشنطن وامتناعه عن إدانة العنف خطأ.	OBJ
MIS_1869-curl_06_064	fatima thabata: تحية للزميل محمد بياتنة والف مبارك وبالتوفيق دوما	OBJ
MIS_563-eurl_02_023	وبينما تبدي موسكو استعدادها لمقايضة رأس الأسد باتفاق يضمن مصالحها في سوريا، تبدو طهران مستعدة للتضحية بآخر سوري من أجل بقاء الأسد في السلطة.	SUBJ
AFP_588-eurl_02_003	"ن""، أحد المتسولين على كرسي متحرك أثناء افتراشه الطريق أمام ترعه الخضراوية لإعاقته حركة المرور وتعريض حياه قائدي السيارات للخطر والحوادث وبحوزته مبلغ مالي 500 جنيه من التسول."	SUBJ
MIS_2810-eurl_05_003	#حمزه_بن_دلاج هو هاكر جزائري،للأسف نشرت الصحافة عنه خبر كاذب وهو اصدار حكم الإعدام بحقه،هذا الخبر عار عن الصحة،وقد قام اهل حمزة بنفي الخبر.	SUBJ
MIS_366-curl_04_008	ولدت هلسة عام 1954 في البلدة القديمة في مدينة عكا شمال فلسطين، لعائلة أردنية مسيحية متوسطة الحال، وهي الثالثة بين أخواتها.	OBJ
MIS_855-eurl_01_011	نعم كانت هناك زيارة لوزير الخارجية الكويتي إلى دولة قطر في رمضان، وقد نقل من خلالها مساعي أمير دولة الكويت الشقيقة المستمرة لحل الأزمة، وتم تبادل الرأي بين المسؤولين في هذا الإطار، وأكدنا على موقفنا المرحب دائما برأب الصدع طالما كان ذلك في إطار الاحترام المتبادل بين الدول، وفي إطار الشرعية الدولية.	OBJ
MIS_561-curl_02_006	وفي المناطق العربية الخالية من الصراعات، احتلت المملكة العربية السعودية المرتبة 170 أي تحسنت مرتبتين عن العام الماضي، فيما احتلت مصر المرتبة 166 متأخرة ثلاثة مراتب عن تصنيف 2019، وتضم البلدان أكبر عدد من الصحفيين في السجون بعد الصين، صاحبة المرتبة 177 في مؤشر حرية الصحافة هذا العام.	OBJ
MIS_1195-curl_04_021	ومن ثم، ليس للحكمين أي تأثير أو دلالة على موضوع النزاع، أو الفصل في المزاعم القطرية التي لا أساس لها، وتستهدف مقدرات الدول الأربع وأمنها».	OBJ
MIS_505-curl_02_005	الإسلام يشغل بالي منذ عدة سنوات.	OBJ
AFP_637-eurl_01_009	"تضيف الخالة لـ""الوطن"": ""في إحدي الإجازات ذهب مع أحد أصدقائه للمقابر لقراءة الفاتحة، وقال له: أنا هاجي هنا قريب""."	OBJ
FAT_719-eurl_07_006	وسلطت الواقعة الضوء على مخاطر تعزيز استخدام القوة الجوية، بموجب استراتيجية جديدة أعلنتها الولايات المتحدة العام الماضي، في محاولة لإرغام طالبان على الجلوس إلى طاولة المفاوضات.	OBJ
MIS_2801-curl_01_005	وفي مقدمة هذه الدول، دولة الاحتلال الإسرائيلي، التي لديها أعلى معدل تطعيم في العالم حسب الوكالة، وتتجه إلى تغطية تقدر بـ 75٪ في شهرين فقط.	OBJ
AFP_674-curl_03_011	"وقال المتحدث باسم وزارة الخارجية وانغ وينبين الأسبوع الماضي إن في شينجيانغ قرابة 24 ألف مسجد وهو عدد ""يفوق مثيلاته في العديد من الدول الإسلامية"" نسبة للفرد."	OBJ
MIS_2516-eurl_02_022	آيات الحداد تكتب: مصر تحتضن العالم.	OBJ
MIS_855-eurl_01_053	- كيف ترين العلاقات الدولية بعد أزمة جائحة كورونا، وهل نحتاج في الدول العربية ومجلس التعاون الخليجي الى مقاربة جديدة بهذا الشأن؟	SUBJ
MIS_1532-eurl_01_038	ووجهت الولايات المتحدة إنذاراً للسادات، بأنها ستتدخل مباشرة إن لم يوقف زحف الجيش المصري فقرر السادات التوقف وأخرجت تمثيليات الدفرسوار وبطولة شارون ملك إسرائيل كما حلا له أن يلقب نفسه وسلمت له دبابة أميركية.	OBJ
MIS_702-curl_06_005	وذكر باحثون أن المجال المغناطيسي للشمس أصبح ضعيفًا، مما يسمح بأشعة كونية إضافية في النظام الشمسي.	OBJ
MIS_1195-curl_04_002	تتجه السعودية ومصر والإمارات والبحرين لطرح القضية الخاصة بالمزاعم القطرية، بشأن إغلاق مجالاتها الجوية أمام الطائرات القطرية، أمام منظمة الطيران المدني (إيكاو)، بعد قرار محكمة العدل الدولية أن «الإيكاو» هو المختص بالنظر في المزاعم القطرية الخاصة بالطيران المدني.	OBJ
MIS_1027-eurl_01_021	■ وهل ترى أن هناك نقاطاً سلبية أثّرت على العلاقات بين مصر وإثيوبيا، وخاصة ما يتم ذكره فى وسائل الإعلام؟	SUBJ
AFP_376-eurl_05_004	لقي 33 شخصا على الأقل مصرعهم الأربعاء في انهيار ثلجي على منطقة تواجد عشرات من رجال الإنقاذ الذين أرسلوا بعد انهيار أول في الموقع نفسه بشرق تركيا، حسب السلطات المحلية.	OBJ
AFP_427-curl_02_008	عدد من التونسيين أولوا اهتمامهم بعرض نرمين التي وجدوا رقصاتها أمتع من خطاب السياسيين، على حد تعبير بعض الناشطين على الإنترنت.	SUBJ
MIS_1093-curl_02_023	"وشبهت غلين جيفري العلاج بالضوء الأحمر بشحن بطارية، فـ""من الممكن تحسين البصر بشكل كبير لدى كبار السن عن طريق تعريضهم لنبضات قصيرة للضوء طويل الموجة والذي يقوم بشحن خلايا الشبكية بالطاقة التي تنقصها""، تقول الطبيبة."	OBJ
MIS_1093-curl_01_006	عملية القياس هذه أجريت بعد إعطاء المشاركين أدوية لتوسيع الحدقة.	OBJ
MIS_2801-curl_01_009	وذكرت على سبيل المثال، أنه تم تأجيل الموعد المستهدف لنيويورك إلى 17 شهرًا هذا الأسبوع، بعد أن منعت عاصفة ثلجية شتوية البعض من التطعيم.	OBJ
MIS_1195-curl_04_006	كما أن الحل لن يكون إلا من خلال الوساطة الكويتية، وعبر منظومة مجلس التعاون لدول الخليج العربية».	OBJ
MIS_1955-eurl_01_020	ألم يجدوا غير هذه العصابة الإجرامية التي تقتل الفلسطينيين وتحتل أرضهم ومسجدهم ومسجد الأمة الإسلامية المقدس (المسجد الأقصى) ليحققوا معها المكاسب الاقتصادية؟ هذه المكاسب الاقتصادية المزعومة أكذوبة، وهم في غنى عنها، وأمامهم بدائل لا تعد ولا تحصى.	SUBJ
MIS_239-curl_03_002	وأوضحت وزارة الصحة في بيان صحفي، أنها تجري الفحوصات اللازمة للتأكد وأنها بانتظار النتائج كي يتم إطلاع الجمهور عليها فور صدورها.	OBJ
MIS_2801-curl_01_013	"وأشارت بلومبيرغ إلى أنه من المرجح أن تتسارع الوتيرة أكثر مع توفر المزيد من اللقاحات، حيث ""بدأت للتو بعض أكبر مراكز تصنيع اللقاحات في العالم في الهند والمكسيك وتعاقدت الدول على أكثر من 8.5 مليارات جرعة من خلال أكثر من 100 اتفاقية تتبعتها بلومبيرغ""."	OBJ
MIS_202-curl_02_004	يذكر أن عدد السجون في السويد بلغ ذروته في عام 2004 وذلك بـ 5772 سجينا، بينما انخفض هذا العدد تدريجيا حتى وصل في العام الماضي إلى 4852 سجينا، من أصل 9,5 مليون نسمة يقطنون هذه المملكة الاسكندانفية.	OBJ
AFP_425-eurl_04_010	ودشن نجلهما ولي العهد الأمير تشارلز (71 عاما) الذي أمضى عزلة بعد ظهور أعراض طفيفة لكورونا، عبر الفيديو الخميس مستشفى ميدانيا جديدا يتسع لأربعة آلاف سرير في شرق لندن، ستعالج فيه الحالات الخطيرة.	OBJ
MIS_2852-curl_04_001	قال أوفير جندلمان، المتحدث باسم رئيس الوزراء الإسرائيلي بنيامين نتنياهو للإعلام العربي، إن إسرائيل ستكون أول دولة تخرج من أزمة فيروس كورونا.	OBJ
AFP_161-eurl_01_005	لا شك في ذلك بالنسبة لي.	SUBJ
MIS_1082-curl_03_038	#السعوديه_الارجنتين قناة CNBC عربية منذ 4 ساعات 6 ستيف جوبز ومايكل ديل ومؤسس ضمن الرؤساء التنفيذيين الذين استطاعو إنقاذ شركاتهم إما من حافة الإفلاس أو المشاريع الفاشلة باتخاذ قرارات مصيرية...	OBJ
MIS_702-curl_02_017	وكانت البقع الشمسية تبلغ ذروتها في عام 2014، مع بدء ظهور انخفاض في عام 2019، وفقاً لوكالة «ناسا».	OBJ
MIS_561-curl_02_010	بقية الدول العربية ليست أحسن حالا	SUBJ
MIS_2338-eurl_02_024	مرّ الموسيقار موريس جار بثلاث مراحل لتحديد المخرجين الذين سيتعامل معهم، ويقول إنه في بداية مشواره وإثر فشل زيجاته الأولى؛ تكبّد مصاريف طلاقه، وكان مجبرا على قبول أيّ عرض يُقدم له، ولحسن حظه كانت العروض المقدمة له من مخرجين جيدين.	OBJ
MIS_230-curl_05_018	وفي حالة استخدام القناع، فيجب التخلص منه على نحو مناسب والتحقق من فاعليته وتجنبّ زيادة خطر نشر الفايروس.	OBJ
FAT_489-curl_03_008	وأعلن الاحتلال في أوقات المسيرات خلال الأعوام السابقة عن رفع حالة الاستنفار العسكري على الحدود لأكثر من أسبوعين، خشية اختراق الحدود من دول الطوق باتجاه الأراضي الفلسطينية، والذين من ضمنهم مئات من المتضامنين الدوليين.	SUBJ
MIS_1606-eurl_02_012	ورافقت أغاني فيروز اللبنانيين خلال 15 عاما من الحرب الأهلية التي انتهت عام 1990 وما زالت توفر لهم المواساة في الأوقات الصعبة.	SUBJ
MIS_1093-curl_02_008	بعد هذه الإختبارات حصل المشاركون علي كشافات صغيرة، وتوجّب عليهم النظر للنور الأحمر العميق لهذه الكشافات لمدة ثلاث دقائق يومياً على مدار أسبوعين ليقوموا بعدها بإعادة هذه الإختبارات مرة أخرى.	OBJ
MIS_2168-eurl_03_001	لم يكن يوم 29 سبتمبر من عام 1994 عاديا في الجزائر، فقد تناقلت الألسن خبر وفاة الشاب حسني مقتولا في وهران.	OBJ
AFP_381-eurl_06_001	تزينت أبراج الكويت، اليوم، والتي تّعد أحد أبرز المعالم بالكويت، بالعلم المصري تزامنًا مع زيارة الرئيس عبدالفتاح السيسي، لعقد مباحثات مع صباح الأحمد الصباح، أمير الكويت.	OBJ
MIS_863-eurl_01_009	مسائية DW: من هم المحتجون ضد إجراءات الإغلاق في ألمانيا؟	SUBJ
AFP_29-eurl_02_006	"وأفاد وزير البيئة فرانسوا دو روجي الأربعاء ""بحسب توقعاتنا فإن أجزاء يمكن أن تصل بعض مناطق الساحل في نوفيل اكيتين، بحلول الأحد أو الاثنين بسبب رداءة الطقس ما يهدد أيضا بجعل عملية التنظيف أكثر صعوبة""."	OBJ
MIS_2431-eurl_02_004	"وبينما انتشرت الصورة كالنار في الهشيم عبر مواقع التواصل الاجتماعي ""فيسبوك"" و""تويتر""؛ وبالتحري عن حقيقة تلك الصورة، ليتبين أن بعض الجماهير قد قامت بفبركة تلك الصورة عن طريق برنامج معالجة الصور ""الفوتوشوب""."	SUBJ
MIS_855-eurl_01_052	ومن الجدير بالذكر أن هذه القيود تسببت بالفعل في إطالة أمد هذه الرحلات وزيادة تكلفتها، ألم يكن من الأجدى أن تتعاون معنا دول الأزمة لدعم هذه الجهود بدل التضييق عليها؟ دولة قطر لا تعيش بمعزل عن باقي دول العالم، فنحن نرى بأن المسؤولية تقع على عاتقنا جميعاً خصوصاً في أوقات الأزمات، ولذا من المهم القيام بكل الجهود الممكنة للحد من تبعات الأزمات وتأثيرها السلبي على الدول والشعوب.	SUBJ
MIS_2782-curl_01_006	إلا أن تطبيق الدردشة المشفر تيليجرام Telegram تمكن من زيادة عدد مستخدميه بشكل غير متوقع الفترة الماضية ليمتلك حاليا أكثر من نصف مليار مستخدم نشط شهريا.	OBJ
MIS_855-eurl_01_022	- هل حدثت حلحلة في الأزمة في الجانب الاجتماعي وعلاقات الأسر الممتدة بين دول مجلس التعاون الخليجي؟	SUBJ
AFP_907-eurl_03_006	الصحة تستمر في رفع الاستعداد القصوى بسبب كورونا	OBJ
FAT_634-curl_05_004	لم يصل رأسي إلى الأرض عندما سقطت.	OBJ
AFP_425-eurl_04_009	وقال مسؤولون في القصر الملكي إن الزوجين بصحة جيدة ويتبعان توجيهات إرشادات الحكومة.	OBJ
AFP_973-eurl_03_010	وفي حال رفض الموازنة فان سانشيز قد يجد نفسه مجبرا على الدعوة لانتخابات مبكرة قبل نهاية الفترة التشريعية الحالية عام 2020.	OBJ
MIS_774-curl_02_004	وذكرت صحيفة «جابان تايمز» أن مزيداً من التفاصيل سيجري الإعلان عنها لاحقاً، لكن الحكومة اليابانية قالت إنه يمكن البدء بتنفيذ البرنامج في وقت مبكر من يوليو (تموز) المقبل.	OBJ
FAT_1131-eurl_04_006	"يذكر أنه بعد نحو 3 ساعات كاملة سيطرت قوات الحماية المدنية بالقاهرة على الحريق الهائل الذى اندلع مساء اليوم الثلاثاء، نتيجة كسر فى خط بترول خام ""شقير – مسطرد"" على طريق القاهرة - الإسماعيلية الصحراوى."	OBJ
MIS_1093-curl_02_015	"مع تقدم العمر تضعف قوة البصر لدينا، وتقول غلين جيفري: إن هذا الأمر ""ينطبق بشكل خاص على من تجاوز عمرهم الأربعين عاماً."	OBJ
AFP_381-eurl_06_002	ووصل الرئيس عبدالفتاح السيسي إلى قصر بيان بالكويت، برفقة أمير الكويت الشيخ صباح الأحمد الجابر الصباح، وذلك في مستهل زيارته إلى الكويت التي تستغرق يومين، حيث كان في استقباله بمطار الكويت الدولي، أمير الكويت الشيخ صباح الأحمد الجابر الصباح، وولي العهد الشيخ نواف الأحمد الجابر الصباح.	OBJ
FAT_1414-eurl_03_018	وفي مجلس الشيوخ كان النقاش يدور بنبرة مختلفة.	OBJ
MIS_2922-eurl_03_009	"وفي الدراما التلفزيونية قدم العديد والعديد من الأعمال مثل (الشهد والدموع) و(المال والبنون) و(الضوء الشارد) و(الوتد) إلا أن دور ""محسن ممتاز"" الذي قدمه في مسلسل (رأفت الهجان) ظل هو الأيقونة التي اشتهر بها على مدى مشواره."	OBJ
AFP_674-eurl_03_021	وأن يتقبله الله ويجازيه جنات الفردوس الأعلى.	SUBJ
AFP_381-eurl_06_003	ومن المقرر أن يعقد الرئيس السيسي وأمير الكويت، جلسة مباحثات رسمية، تتناول العلاقات الثنائية الوطيدة بين البلدين الشقيقين، وسبل دفعها إلى آفاق أوسع وأرحب، بالإضافة إلى مناقشة تطورات الأوضاع على الساحتين الإقليمية والدولية، وعدد من الموضوعات ذات الاهتمام المشترك.	OBJ
MIS_213-curl_04_002	وتوفى الرئيس الأسبق حسنى مبارك ظهر الثلاثاء بعد سنوات مع المرض، حيث بدأ أصدقاء نجليه علاء وجمال في نشر برقيات عزاء على مواقع التواصل الاجتماعى وعلى الجروبات الخاصة بالعائلة قبل أن تعلن العائلة عن وفاته بشكل رسمي.	OBJ
MIS_1069-curl_01_003	من المعلوم أن الفرعون مثل السفيه السيسي لا يُخلق بل يُصنع، وكل الطغاة الذين مروا على كوكب الأرض صناعة محلية، وأشهر طغاة العالم لم يكونوا فى بداياتهم شيئا مذكورا، فالذى يقرأ بدايات هتلر أو موسولينى أو عبد الناصر لا يمكنه أن يصدق النهايات، كانوا نماذج بشرية بسيطة وطبيعية تحولوا فجأة إلى سفاحين ومصاصى دماء، فهل لبسهم عفريت أم لدغهم عقرب أم أن أعوانهم صنعوا منهم وحوشًا مخيفة؟	SUBJ
MIS_2769-eurl_03_017	هذه المواقف لم تعجب الرياض التي كانت تبحث عن دعم القوى الكبرى لها في حربها ضد الحوثيين، لكن على الأقل استطاعت الرياض أن تحصل في وقت لاحق على تنديد روسي ضد إطلاق الصواريخ الحوثية على اليمن، خلال اتصال هاتفي أجراه الملك سلمان بفلاديمير بوتين.	SUBJ
MIS_427-curl_06_006	"ومن جانبه أعرب وزير الخارجية الإيطالي ""لويجي دي مايو"" عن شكره لجمهورية مصر العربية لوقوفها بجانب دولة إيطاليا ودعمها الكامل خلال تلك الأزمة، مؤكدًا أن دولة إيطاليا لن تنسى الشعوب التي ساعدتها ووقفت بجانبها في ذلك الوقت."	SUBJ
MIS_774-curl_02_009	وقال آبي إن رفع حالة الطوارئ لا يعني أن الوباء قد انتهى، ولكنه يعكس نجاح اليابان في محاربة «كوفيد19».	OBJ
MIS_774-curl_02_013	وسيتم تمويل الخطة بمبلغ 50 مليون يورو (82.7 مليون دولار) وستكون متاحة على الموقع الخاص بالسياحة في صقلية.	OBJ
MIS_1093-curl_01_012	"شيخوخة الشبكية يسببها بدوره ضعف ""الميتوكوندريا""، المسؤولة عن إنتاج الطاقة في خلايا الشبكية وتعزيز وظائفها."	OBJ
MIS_1195-curl_04_019	وأوضح الشيخ فواز آل خليفة أن محكمة العدل الدولية أصدرت، أمس، حكمين بتقرير اختصاص منظمة الطيران المدني الدولي (إيكاو) بالنظر في الشكويين اللتين تقدمت بهما دولة قطر: الأولى ضد البحرين ومصر والإمارات؛ والثانية ضد الدول الثلاث، بالإضافة إلى السعودية، حول قرارات سيادية وإجراءات قانونية صحيحة اتخذتها الدول الأربع في إطار مقاطعة قطر في يونيو (حزيران) 2017م.	OBJ
MIS_1093-curl_01_015	"تقول جيفري: ""تتميز الميتوكوندريا بخصائص امتصاص الضوء بأطوال موجية تتراوح بين 650 إلى 1000 نانومتر ما يحسن من أدائها بإنتاج الطاقة وبالتالي أداء العين""."	OBJ
MIS_215-curl_01_003	وبالفعل استجاب عبدالناصر لطلبها، وفجائها يوم زفافها بالحضور وبصحبته شيخ الأزهر الذي عقد القران، وكان الرئيس شاهدا عليه ليهب تلك اليتيمة فرحة اكتملت بها فرحة عمرها، ويسجل في كتاب التاريخ موقفا يضاف لمواقفه الإنسانية التي يحفظها عشاقه جيلا بعد جيل.	SUBJ
MIS_2941-eurl_02_021	فألمانيا لا تريد أن تكرر تجربة عام 2015 وتكون في قمة الدول المستقبلة للاجئين، كما تخشى من موجة لجوء جديدة على غرار ما حصل آنذاك.	SUBJ
AFP_613-eurl_01_001	تفقد الرئيس عبد الفتاح السيسى صباح اليوم الجمعة سير الأعمال الإنشائية بمجموعة مشروعات الطرق والكباري بمنطقة مصر الجديدة.	OBJ
FAT_489-curl_03_003	"علمت ""قدس برس"" أن تحركات تجري من أجل تقديم موعد مسيرة القدس العالمية، التي تنطلق في مئات المدن حول العالم في يوم واحد، وذلك في ظل تصاعد الاعتداءات الإسرائيلية بحق المسجد الأقصى وتصاعد إجراءاتها للسيطرة عليه، ومحاولات تقسيمه كما فعلت مع المسجد الإبراهيمي في الخليل، ومساعي الاحتلال العملية من أجل تهويد مدينة القدس."	SUBJ
MIS_1093-curl_01_008	وجد الباحثون بعد أسبوعين أن الأشعة الضوئية لم تؤثر على من هم دون 40 عاماً، إلا أنها أحدثت فرقاً إيجابياً كبيراً لدى من تجاوز الأربعين.	SUBJ
MIS_446-eurl_01_013	أشيد بالإجراءات الصارمة التي أعلنتها الحكومة لكل المخالفين لإجراءات الحجر الصحي، لأنها أحيانا هي السبيل الوحيد لردع الأشخاص الذين يستهينون بالكارثة الصحية التي نعيشها.	OBJ
MIS_1956-curl_11_005	- حقق الشناوى هذا الموسم 24 كلين شيت ليكسر رقم شريف اكرامى القياسي.	OBJ
AFP_587-curl_03_001	شهدت الجزائر العاصمة، الثلاثاء، أمطارا غزيرة تسببت في حدوث فيضانات وسيول عارمة في ظرف سويعات.	OBJ
MIS_55-curl_07_003	كما دعا البابا إلى الصلاة للمسيحيين الذين يعانون التفرقة والتمييز، فى البلدان التى تقر الحرية الدينية لكنها لا تطبقها كاملا على أرض الواقع، وهو ما نشهده فى البلدان والمجتمعات التى تعرف وثيقة حماية الحرية وحقوق الإنسان، ولكن أين فى الواقع حال المؤمنين، خاصة المسيحيين، أنهم يتعرضون للتمييز.	SUBJ
MIS_366-curl_04_026	ستبقى ذكراك المشرفة نبراساً نحتذي به في أدب المقاومة ومتاريسها، وسيخلد التاريخ اسمك بحروف من نور ما حيينا.	SUBJ
MIS_366-curl_04_025	"وقال حمزة الفراية في تغريدة له: ""القامة الأردنية المناضلة (تيريز هلسة) أم سلمان لروحك الرحمه والسلام والمجد."	OBJ
MIS_173-curl_01_004	حول خطاب المكافآت الأميرية السخية جدًّا، تفاعَلَ العديد من المغردين ونشطاء المواقع الذين رأوا أن هذه المكافآت الأميرية من رأس السلطة في نظام الحمدين، هي ثمن إساءة مرتزقة الإعلام القطري للسعودية، وبقية دول المقاطعة، وأن الأموال التي تصرفها قطر على هؤلاء مثيرة للخجل، ولو كانت تُصرف على الأقل لصالح مواطنين قطريين لهان الأمر؛ لكن أن تكون للمتردية والنطيحة فهذه فضيحة.	SUBJ
MIS_665-curl_01_003	"وكتب ترامب، عبر حسابه على تويتر: ""تحدثت للتو إلى رئيس وزراء إثيوبيا أبى أحمد على، إن بلاده بحاجة إلى أجهزة تنفس صناعية، والولايات المتحدة فى وضع جيد لمساعدته، سنفعل ذلك""."	OBJ
MIS_117-curl_02_004	ويظهر الفيديو أن شخصا أعطاه الهاتف، بينما انهار من البكاء فور قيامه بالحديث، بينما تتعالى الضحكات بجانب الطفل.	SUBJ
MIS_22-curl_01_009	وأوضحت الشركة أن ما إجماله 280 حسابًا و149 صفحة و43 مجموعة تم حذفها من فيسبوك إلى جانب 121 حساباً على إنستغرام.	OBJ
MIS_279-eurl_01_013	المرأة التي تكسب قوتها من قتل تجار المخدرات في الفلبين حملة حكومية يقودها الرئيس الفلبيني على تجار المخدرات توظف النساء لقتل تجار ومروجي للمواد المخدرة بمقابل مادي.	OBJ
AFP_614-eurl_08_021	وخرجت تظاهرات يوم الجمعة الماضي مطالبة برحيل السيسي على خلفية دعوة رجل الأعمال المصري محمد علي الذي يعيش في منفاه في اسبانيا للاطاحة بالسيسي متهما اياه بالفساد في سلسلة من تسجيلات الفيديو انتشرت بكثافة على مواقع التواصل الاجتماعي.	OBJ
MIS_2200-eurl_04_012	عسكري يريد أن يعتدي على بيتها، فهي تقاتله وهي دجاجة، فنحن نطالب بحق هو لجميع الكائنات الحية فضلاً عن الكائنات الإنسانية البشرية، فضلاً عن المسلمين، فالذي حصل على بلاد الإسلام من اعتداء –وخاصة للمقدسات- ابتداءً بالمسجد الأقصى حيث قبلة النبي –عليه الصلاة والسلام- الأولى، ثم استمر العدوان من التحالف الصليبي اليهودي تتزعمه أميركا وإسرائيل حتى أخذوا بلاد الحرمين –ولا حول ولا قوة إلا بالله- فنحن نسعى لتحريض الأمة كي تقوم لتحرير أرضها والجهاد في سبيل الله –سبحانه وتعالى- لتحكم الشرع ولتكون كلمة الله هي العليا.	SUBJ
MIS_876-curl_02_003	والكتاب يتحدث عن مؤشرات تكاد تلامس اليقين بأن نهاية أمريكا ستحل قريبا لإرتباطها بنهاية الانظمة التابعة لها، وستصعد دولة اسلامية على انقاض المشروع الصهيوامريكي.	OBJ
AFP_376-eurl_05_016	وجرف الانهيار الثلجي الأول آلية لورش البناء، تمكن السائق من الخروج منها والإبلاغ عن الكارثة.	OBJ
AFP_887-eurl_01_012	وأضاف أن «ما أظهره المجتمع السعودي بكل فئاته وتوحد صفه تجاه هذا الإرهاب المقيت هو خير رد على أدوات الفتنة ومن يقف وراءها».	OBJ
MIS_561-curl_01_012	وتاليا ترتيب الدول العربية على مؤشر حرية الصحافة لعام 2020، والتي تأتي أغلبها في ذيل القائمة.	OBJ
AFP_887-eurl_01_004	ونتج عن الحادثة استشهاد أربعة من المواطنين.	OBJ
MIS_230-curl_05_006	فايروس كورونا عند سقوطه على الاقمشة يبقى تسع ساعات، لذا غسل الملابس او تعرضها للشمس لمدة ساعتين يفي لغرض قتله.	OBJ
FAT_1136-eurl_06_016	وقد سافر حوالى 2.5 مليون شخص إلى السعودية من جميع أنحاء العالم في 2019 للحج، الفريضة التي يتوجب على جميع المسلمين أداؤها مرة واحدة على الأقل في حياتهم إذا كانوا قادرين على ذلك.	OBJ
AFP_903-curl_04_003	وعقدت الزواج رئيسة بلدية مدينة لوكسمبورغ ليدي بولفر بحضور رئيس وزراء بلجيكا الليبرالي شارل ميشال.	OBJ
VER_668-eurl_02_004	حمامتا سلام البابا هاجمهما غراب في مكان يعتبر رمزا للسلام.	SUBJ
MIS_260-eurl_03_001	بيان الكتب: كثير من التسميات التي نستخدمها في حياتنا اليومية دون ان ننتبه الى اصولها وكيفية نشأتها، والمراحل التي مرت بها، حتى وصلت الى ما هي عليه، وذلك بحكم تداولها الواسع في حياتنا اليومية، وتأتي في مقدمة هذه التسميات التي تؤطر حياتنا، تسميات الايام والشهور، وكذلك تسميات الارقام التي نستخدمها فما هي قصة هذه التسميات، وكيف نشأت؟ هذا ما يحاول الاجابة عليه الباحث «شحادة الخوري» في كتابه قصة الايام الشهور، الارقام وتسمياتها.	OBJ
MIS_973-curl_02_017	وعلقت صحيفة واشنطن بوست على قرار تويتر وقالت إنه يمكن أن يفاقم العلاقة المتوترة بالفعل بين وادى السليكون وترامب الذى صعد مزاعمه فى الاسابيع الأخيرة بشان انحياز السوشيال ميديا ضد المحافظين.	OBJ
AFP_425-eurl_04_013	وقبل ذلك وجهت كلمة خلال حرب الخليج في 1991.	OBJ
AFP_674-curl_03_006	وإن صحت المعلومات يكون عدد أماكن عبادة المسلمين هو الأدنى في الإقليم منذ عقد الاضطرابات الوطنية التي أججتها الثورة الثقافية في الستينات.	OBJ
MIS_561-curl_02_008	وكشف التقرير أن السلطات السعودية قد جمعت معلومات عبر حسابات تويتر عن أشخاص صنفتهم كمعارضين لنظام الحكم، كما أنها اخترقت هاتف جيف بيزوس مالك صحيفة واشنطن بوست التي كان يعمل فيها الصحفي السعودي القتيل جمال خاشقجي.	OBJ
MIS_446-eurl_01_036	لا أحد مهما كان شأنه، يمكن أن يشككك في البروفيسور راؤول الذي يعد أحد كبار العلماء في العالم المختصين منذ عقود في علم الفيروسات والبكتيريا.	SUBJ
AFP_456-eurl_06_004	وفي فبراير الماضي، ناقش الطرفان في محادثة هاتفية، قضايا الساعة في جدول الأعمال الثنائي للمؤسستين العسكريتين في روسيا وتركيا، وكذلك الوضع في منطقة إدلب السورية.	OBJ
MIS_480-curl_03_004	وأوضح فالا أن الأسود تحب الطريق لأنه جاف.	OBJ
MIS_676-eurl_03_014	ويوحي بأن توجهات مثيرة قد يشاهدها الرأي العام وهو يطالب تحديدا بعد مناخ فيروس كورونا بالتحقيق بملفات فساد مع النافذين جدا فيما لا يجيز القانون أصلا للصحافة التدخل بالمجريات.	SUBJ
MIS_561-curl_03_001	قالت صحيفة زمان التركية، إن منظمة مراسلون بلا حدود نشرت نتائج مؤشر حرية الصحافة لعام 2020، والذى كشف المؤشر عن احتلال تركيا المرتبة 154 من بين 180 دولة في حين تصدرت كل من النرويج وفنلندا والدنمارك والسويد وهولندا المؤشر.	OBJ
